date,description,amount,label,source
2023-01-24,SUBSCRIPTION NETFLIX 705348,25.01,subscriptions,simulated_bank_transactions_uk
2023-09-28,utility bill british gas 479799,72.63,utilities,simulated_bank_transactions_uk
2023-10-26,Card/Pmt/Hmrc/Electronics 104054,119.44,other,simulated_bank_transactions_uk
2024-07-28,Contactless Card Payment Bolt Train Ticket,135.43,transportation,simulated_bank_transactions_uk
2024-06-30,Bill Payment British Gas 646775,238.3,utilities,simulated_bank_transactions_uk
2024-05-23,CONTACTLESS FUEL TFL FUEL 149263,4.38,transportation,simulated_bank_transactions_uk
2023-04-21,Card Payment Just Eat Food Delivery,123.22,dining,simulated_bank_transactions_uk
2024-02-11,FUEL-BP-CAR-MAINTENANCE 839473,136.58,transportation,simulated_bank_transactions_uk
2024-07-30,STO CARD PAYMENT SPOTIFY 968294,19.16,subscriptions,simulated_bank_transactions_uk
2024-10-07,card payment waitrose chicken,69.82,groceries,simulated_bank_transactions_uk
2023-08-01,CARD*PMT*AMAZON*ONLINE*PURCHASE,141.54,other,simulated_bank_transactions_uk
2023-03-27,BACS-LANDLORD-RENT 945732,1569.78,housing,simulated_bank_transactions_uk
2024-08-03,CARD PAYMENT TESCO CEREAL 17709,107.06,groceries,simulated_bank_transactions_uk
2023-09-16,CARD DIRECT DEBIT NETFLIX 316029,35.46,subscriptions,simulated_bank_transactions_uk
2023-02-07,Card Pmt Bolt Bus Pass 88484,117.14,transportation,simulated_bank_transactions_uk
2023-01-06,Utility Bill Bt 408821,165.7,utilities,simulated_bank_transactions_uk
2024-05-15,so bill payment severn trent 764368,202.43,utilities,simulated_bank_transactions_uk
2023-08-30,Bacs/Card/Payment/Shell/Bus/Pass,134.41,transportation,simulated_bank_transactions_uk
2023-03-25,Direct Debit Bt 10564,145.89,utilities,simulated_bank_transactions_uk
2024-01-20,bacs mortgage rent,1733.85,housing,simulated_bank_transactions_uk
2023-05-05,Mastercard Contactless Lidl Milk,36.61,groceries,simulated_bank_transactions_uk
2023-04-27,Contactless Waitrose Cereal 618738,174.6,groceries,simulated_bank_transactions_uk
2024-10-03,Card Pmt Sainsburys Fruit 462897,101.56,groceries,simulated_bank_transactions_uk
2024-07-14,Card Pmt Amazon Prime 60030,9.73,subscriptions,simulated_bank_transactions_uk
2024-03-21,bacs fuel shell uber ride 536332,42.95,transportation,simulated_bank_transactions_uk
2024-09-21,online purchase hmrc pharmacy 935196,132.05,other,simulated_bank_transactions_uk
2023-05-25,Rent Payment Landlord 229939,1657.84,housing,simulated_bank_transactions_uk
2024-01-16,direct-debit-severn-trent 873208,213.66,utilities,simulated_bank_transactions_uk
2023-08-04,Fuel Bp Bus Pass 579461,67.15,transportation,simulated_bank_transactions_uk
2023-05-19,Bacs Letting Agent Rent 243274,1766.2,housing,simulated_bank_transactions_uk
2024-03-02,pos lidl cereal 660038,6.92,groceries,simulated_bank_transactions_uk
2023-01-06,CARD PMT ICELAND CEREAL,18.07,groceries,simulated_bank_transactions_uk
2023-04-07,bill payment ee,71.83,utilities,simulated_bank_transactions_uk
2024-10-01,sto card pmt bp bus pass 376589,15.07,transportation,simulated_bank_transactions_uk
2024-10-13,card payment bp train ticke,11.21,transportation,simulated_bank_transactions_uk
2023-01-15,food delivery pret fast food 201981,58.47,dining,simulated_bank_transactions_uk
2024-03-12,Bacs-Rent-Rent 550795,1090.49,housing,simulated_bank_transactions_uk
2024-02-17,Food*Delivery*Just*Eat*Food*Delivery 52191,61.93,dining,simulated_bank_transactions_uk
2024-11-06,Mortgage Payment Letting Agent,1488.58,housing,simulated_bank_transactions_uk
2023-08-10,POS LIDL EGGS,25.08,groceries,simulated_bank_transactions_uk
2023-05-10,Bill-Pmt-Scottishpower 286805,157.46,utilities,simulated_bank_transactions_uk
2024-01-28,Direct*Debit*Netflix 281308,30.44,subscriptions,simulated_bank_transactions_uk
2024-09-22,UTILITY/BILL/VODAFONE 731609,167.12,utilities,simulated_bank_transactions_uk
2023-01-03,Card Food Delivery Greggs Cafe 467036,37.44,dining,simulated_bank_transactions_uk
2024-09-21,CARD-PMT-DISNEY+,7.74,subscriptions,simulated_bank_transactions_uk
2023-01-01,Contactless Lidl Eggs,97.72,groceries,simulated_bank_transactions_uk
2024-03-26,CONTACTLESS DIRECT DEBIT OCTOPUS ENERGY 673501,57.19,utilities,simulated_bank_transactions_uk
2024-05-27,So Fuel Bolt Fuel,47.14,transportation,simulated_bank_transactions_uk
2024-01-22,CARD PAYMENT SPOTIFY 161617,26.97,subscriptions,simulated_bank_transactions_uk
2024-06-18,Direct/Debit/Apple.com/bill 451304,18.55,subscriptions,simulated_bank_transactions_uk
2023-08-08,Utility-Bill-Bt 499984,232.57,utilities,simulated_bank_transactions_uk
2024-03-23,pos purchase nhs pharmacy 380212,178.7,other,simulated_bank_transactions_uk
2023-09-14,restaurant uber eats cafe 494617,112.74,dining,simulated_bank_transactions_uk
2023-07-02,RESTAURANT NANDO'S CAFE,106.07,dining,simulated_bank_transactions_uk
2024-11-17,Card Pmt Tesco Vegetables 378426,171.8,groceries,simulated_bank_transactions_uk
2024-07-27,DIRECT DEBIT O2 485802,75.24,utilities,simulated_bank_transactions_uk
2023-07-03,Mastercard Mortgage Pmt Landlord 508255,1242.81,housing,simulated_bank_transactions_uk
2024-01-05,mortgage/pmt/letting/agent 680642,953.55,housing,simulated_bank_transactions_uk
2023-12-03,card payment esso uber ride 650670,82.89,transportation,simulated_bank_transactions_uk
2024-05-29,Pos Asda Vegetables,183.58,groceries,simulated_bank_transactions_uk
2024-10-24,mortgage pmt letting agen,1073.19,housing,simulated_bank_transactions_uk
2024-12-13,bill-payment-ee 3161,118.6,utilities,simulated_bank_transactions_uk
2024-08-08,RESTAURANT GREGGS FOOD DELIVERY 619520,101.92,dining,simulated_bank_transactions_uk
2024-10-09,Direct Debit Amazon Prime,44.89,subscriptions,simulated_bank_transactions_uk
2024-10-25,Card*Pmt*Uber*Train*Ticket 639040,67.34,transportation,simulated_bank_transactions_uk
2023-01-30,Subscription Spotify,5.57,subscriptions,simulated_bank_transactions_uk
2023-07-01,Restaurant Pret Fast Food 454484,114.37,dining,simulated_bank_transactions_uk
2023-05-03,BACS LANDLORD RENT 786657,778.38,housing,simulated_bank_transactions_uk
2024-07-11,Contactless Lidl Milk 450248,66.28,groceries,simulated_bank_transactions_uk
2023-01-18,bill pmt scottishpower 140292,178.95,utilities,simulated_bank_transactions_uk
2023-06-23,BILL PAYMENT SCOTTISHPOWER,235.97,utilities,simulated_bank_transactions_uk
2024-01-11,Fps*Mortgage*Payment*Rent 645335,1769.31,housing,simulated_bank_transactions_uk
2024-11-14,Fuel Bp Fuel 806962,59.46,transportation,simulated_bank_transactions_uk
2024-05-28,FOOD DELIVERY NANDO'S RESTAURANT,34.91,dining,simulated_bank_transactions_uk
2024-03-30,Contactless-Tesco-Chicken,21.37,groceries,simulated_bank_transactions_uk
2024-02-24,CONTACTLESS-WAITROSE-RICE 702904,139.3,groceries,simulated_bank_transactions_uk
2024-07-28,Contactless*Iceland*Milk 612607,65.68,groceries,simulated_bank_transactions_uk
2024-12-14,Utility-Bill-E.on 175473,134.57,utilities,simulated_bank_transactions_uk
2023-04-03,card payment asda cereal 846182,22.19,groceries,simulated_bank_transactions_uk
2024-08-28,Contactless-Waitrose-Bread 287102,41.2,groceries,simulated_bank_transactions_uk
2023-01-11,DIRECT DEBIT FOOD DELIVERY COSTA RESTAURANT 103294,123.84,dining,simulated_bank_transactions_uk
2023-09-10,pos waitrose vegetables 355552,94.77,groceries,simulated_bank_transactions_uk
2023-05-16,UTILITY BILL SCOTTISHPOWER,200.64,utilities,simulated_bank_transactions_uk
2023-07-02,Utility/Bill/Octopus/Energy,190.89,utilities,simulated_bank_transactions_uk
2023-08-20,Contactless Direct Debit Ee 465430,99.15,utilities,simulated_bank_transactions_uk
2023-07-01,so direct debit amazon prime,40.23,subscriptions,simulated_bank_transactions_uk
2023-09-28,Card Payment Nhs Pharmacy 570862,175.3,other,simulated_bank_transactions_uk
2023-12-24,card payment iceland vegetables 723513,117.85,groceries,simulated_bank_transactions_uk
2024-10-08,SUBSCRIPTION GYM GROUP,22.44,subscriptions,simulated_bank_transactions_uk
2024-08-22,Bacs/Food/Delivery/Pret/Fast/Food,10.69,dining,simulated_bank_transactions_uk
2024-12-20,BILL PMT VODAFONE 618424,158.65,utilities,simulated_bank_transactions_uk
2024-12-17,Transport Bp Bus Pass 957010,30.63,transportation,simulated_bank_transactions_uk
2023-10-03,ONLINE PURCHASE AMAZON ELECTRONICS,207.97,other,simulated_bank_transactions_uk
2024-04-23,pos tesco rice 572294,55.35,groceries,simulated_bank_transactions_uk
2024-10-08,BILL PAYMENT VODAF,146.5,utilities,simulated_bank_transactions_uk
2023-11-27,contactless morrisons eggs 119574,96.11,groceries,simulated_bank_transactions_uk
2023-02-04,UTILITY/BILL/BRITISH/GAS 386935,179.7,utilities,simulated_bank_transactions_uk
2023-01-09,Bill*Payment*Ee 251937,172.93,utilities,simulated_bank_transactions_uk
2024-10-25,Pos Waitrose Cereal 724798,70.27,groceries,simulated_bank_transactions_uk
2023-11-10,rent payment rent,2065.38,housing,simulated_bank_transactions_uk
2024-03-25,pos lidl eggs 506613,151.65,groceries,simulated_bank_transactions_uk
2024-12-12,Subscription Netflix 517889,28.34,subscriptions,simulated_bank_transactions_uk
2023-09-07,direct debit fuel esso fuel 601969,67.35,transportation,simulated_bank_transactions_uk
2024-05-09,Mastercard/Bill/Pmt/E.on,166.22,utilities,simulated_bank_transactions_uk
2023-08-28,bacs*restaurant*uber*eats*food*delivery,11.22,dining,simulated_bank_transactions_uk
2024-03-12,CARD-PMT-PUREGYM 688923,8.42,subscriptions,simulated_bank_transactions_uk
2023-01-30,Card Payment Puregym 239704,20.43,subscriptions,simulated_bank_transactions_uk
2024-09-03,Contactless Aldi Eggs,184.86,groceries,simulated_bank_transactions_uk
2024-08-04,pos purchase boots electronics 735956,52.02,other,simulated_bank_transactions_uk
2023-02-25,card payment puregym 899048,31.2,subscriptions,simulated_bank_transactions_uk
2023-05-25,Sto Card Pmt Boots Pharmacy,198.84,other,simulated_bank_transactions_uk
2024-04-16,DIRECT*DEBIT*APPLE.COM/BILL 924913,20.24,subscriptions,simulated_bank_transactions_uk
2023-06-26,contactless aldi eggs,44.08,groceries,simulated_bank_transactions_uk
2023-07-28,utility bill vodafone 796042,68.38,utilities,simulated_bank_transactions_uk
2024-07-22,fuel tfl train t,23.27,transportation,simulated_bank_transactions_uk
2023-06-13,Card Payment Gym Group 230096,4.2,subscriptions,simulated_bank_transactions_uk
2024-02-08,Fps Utility Bill Vodafone 393781,154.21,utilities,simulated_bank_transactions_uk
2024-04-19,pos food delivery kfc cafe,108.61,dining,simulated_bank_transactions_uk
2023-11-22,Fps Card Payment Deliveroo Restaurant 581804,65.07,dining,simulated_bank_transactions_uk
2023-12-01,Subscription Disney+ 212514,20.4,subscriptions,simulated_bank_transactions_uk
2024-03-10,CARD BACS LANDLORD RENT 294520,1782.08,housing,simulated_bank_transactions_uk
2024-11-16,Food Delivery Starbucks Restaurant,58.76,dining,simulated_bank_transactions_uk
2024-09-15,food-delivery-kfc-restaurant 923699,39.36,dining,simulated_bank_transactions_uk
2023-12-15,so contactless asda,76.98,groceries,simulated_bank_transactions_uk
2024-02-12,card pmt bolt uber ride 123104,86.26,transportation,simulated_bank_transactions_uk
2024-05-26,Mortgage Payment Rent 7775,1006.61,housing,simulated_bank_transactions_uk
2023-04-06,card pmt iceland rice 902397,63.88,groceries,simulated_bank_transactions_uk
2023-10-19,UTILITY/BILL/VODAFONE,125.04,utilities,simulated_bank_transactions_uk
2024-03-07,Direct Debit E.on 752914,33.18,utilities,simulated_bank_transactions_uk
2023-04-19,Card Payment Morrisons Fruit 495902,138.06,groceries,simulated_bank_transactions_uk
2023-04-14,MASTERCARD-TRANSPORT-ESSO-UBER-RIDE 836928,49.79,transportation,simulated_bank_transactions_uk
2023-01-13,card pmt uber eats cafe 246843,129.55,dining,simulated_bank_transactions_uk
2024-01-29,CONTACTLESS ASDA EGGS 512357,117.06,groceries,simulated_bank_transactions_uk
2024-11-17,Card Card Payment Nando's Restaurant 759286,80.35,dining,simulated_bank_transactions_uk
2023-09-22,CARD*PMT*SHELL*UBER*RIDE 691538,43.81,transportation,simulated_bank_transactions_uk
2024-04-06,CARD PMT NANDO'S RESTAURANT 19776,98.56,dining,simulated_bank_transactions_uk
2024-07-01,transport/shell/fuel,100.26,transportation,simulated_bank_transactions_uk
2024-03-10,Card/Pmt/Hmrc/Online/Purchase 601692,197.02,other,simulated_bank_transactions_uk
2023-03-23,TRANSPORT ESSO FUEL 4479,122.1,transportation,simulated_bank_transactions_uk
2024-12-25,CARD*PMT*ALDI*VEGETABLES 778547,189.9,groceries,simulated_bank_transactions_uk
2024-09-21,food delivery costa fast food,84.81,dining,simulated_bank_transactions_uk
2024-04-20,FOOD DELIVERY DELIVEROO CAFE 49465,72.41,dining,simulated_bank_transactions_uk
2024-04-16,Pos Direct Debit Ee 4933,228.96,utilities,simulated_bank_transactions_uk
2023-09-16,utility bill bt 109150,186.3,utilities,simulated_bank_transactions_uk
2023-01-25,Pos Card Payment Shell Bus Pass 631762,107.82,transportation,simulated_bank_transactions_uk
2024-03-03,card pmt tfl train ticket 831174,42.47,transportation,simulated_bank_transactions_uk
2023-02-06,card/pmt/asda/vegetables 84601,63.05,groceries,simulated_bank_transactions_uk
2024-06-28,Sto Card Payment Just Eat Food Delivery,118.45,dining,simulated_bank_transactions_uk
2024-07-01,food-delivery-kfc-fast-food 667219,32.16,dining,simulated_bank_transactions_uk
2024-03-17,CARD PMT WAITROSE EGGS 500701,128.42,groceries,simulated_bank_transactions_uk
2024-12-06,So Bacs Mortgage Rent,2156.37,housing,simulated_bank_transactions_uk
2023-12-01,card-payment-uber-eats-cafe 494774,11.3,dining,simulated_bank_transactions_uk
2024-10-15,direct debit vodafone 372548,168.2,utilities,simulated_bank_transactions_uk
2023-03-22,DIRECT DEBIT PUREGYM,19.66,subscriptions,simulated_bank_transactions_uk
2023-01-23,DIRECT*DEBIT*E.ON,124.29,utilities,simulated_bank_transactions_uk
2023-03-23,Contactless Sainsburys Chicken 156512,145.71,groceries,simulated_bank_transactions_uk
2023-07-16,CARD-PAYMENT-SPOTIFY,43.57,subscriptions,simulated_bank_transactions_uk
2024-07-06,Restaurant Costa Food Delivery 641026,100.42,dining,simulated_bank_transactions_uk
2023-02-20,mortgage/pmt/landlord,1726.1,housing,simulated_bank_transactions_uk
2024-03-23,Bill Pmt Sky 980620,75.57,utilities,simulated_bank_transactions_uk
2024-11-18,DIRECT DEBIT SEVERN TRENT 316825,90.06,utilities,simulated_bank_transactions_uk
2024-11-25,POS CARD PMT LIDL FRUIT 738328,182.4,groceries,simulated_bank_transactions_uk
2023-01-20,bill pmt british gas 316732,120.69,utilities,simulated_bank_transactions_uk
2024-04-18,Subscription-Puregym 261659,15.27,subscriptions,simulated_bank_transactions_uk
2023-08-19,Restaurant Uber Eats Food Delivery 382351,20.06,dining,simulated_bank_transactions_uk
2024-09-18,contactless*aldi*vegetables 291640,48.11,groceries,simulated_bank_transactions_uk
2024-08-25,Utility*Bill*Scottishpower 234236,219.34,utilities,simulated_bank_transactions_uk
2024-02-03,TRANSPORT UBER CAR MAINTENANCE 357921,47.37,transportation,simulated_bank_transactions_uk
2023-12-15,transport/uber/car/maintenance 795981,3.73,transportation,simulated_bank_transactions_uk
2024-05-25,FPS-DIRECT-DEBIT-THAMES-WATER 9613,60.67,utilities,simulated_bank_transactions_uk
2023-09-19,Pos Asda Eggs 994221,136.23,groceries,simulated_bank_transactions_uk
2024-10-08,Transport/Esso/Car/Maintenance,135.55,transportation,simulated_bank_transactions_uk
2024-06-26,CARD PMT BOLT BUS PASS 391344,13.47,transportation,simulated_bank_transactions_uk
2024-04-07,Bill Payment E.on,201.45,utilities,simulated_bank_transactions_uk
2024-08-21,card pmt nando's restaurant,29.16,dining,simulated_bank_transactions_uk
2024-03-01,Fps*Pos*Aldi*Vegetables,115.15,groceries,simulated_bank_transactions_uk
2023-10-18,So-Pos-Purchase-Hmrc-Online-Purchase 19297,188.59,other,simulated_bank_transactions_uk
2024-01-20,Mastercard Card Pmt Starbucks Cafe 936096,158.4,dining,simulated_bank_transactions_uk
2023-05-07,visa rent pmt mortgage 304208,1236.56,housing,simulated_bank_transactions_uk
2023-04-24,contactless waitrose rice 483952,46.2,groceries,simulated_bank_transactions_uk
2024-02-15,card payment greggs fast food 782359,139.06,dining,simulated_bank_transactions_uk
2024-03-04,Contactless Card Payment Pret Food Delivery 53486,121.45,dining,simulated_bank_transactions_uk
2024-01-07,MORTGAGE*PAYMENT*LANDLORD 405617,1145.08,housing,simulated_bank_transactions_uk
2024-06-29,food delivery just eat food delivery,82.86,dining,simulated_bank_transactions_uk
2024-04-20,BILL PMT SKY 620930,141.29,utilities,simulated_bank_transactions_uk
2023-07-01,UTILITY*BILL*VODAFONE,61.89,utilities,simulated_bank_transactions_uk
2023-12-09,Transport/National/Rail/Uber/Ride 481354,75.51,transportation,simulated_bank_transactions_uk
2023-04-11,DIRECT DEBIT GYM GROUP,32.02,subscriptions,simulated_bank_transactions_uk
2024-02-25,Direct Debit Scottishpower 660355,253.95,utilities,simulated_bank_transactions_uk
2023-05-22,POS WAITROSE MILK 9,125.68,groceries,simulated_bank_transactions_uk
2024-02-23,restaurant deliveroo restaurant,97.93,dining,simulated_bank_transactions_uk
2023-06-20,contactless-mortgage-payment-letting-agent,1595.21,housing,simulated_bank_transactions_uk
2024-01-15,Card Payment Greggs Cafe 978270,111.08,dining,simulated_bank_transactions_uk
2023-07-17,Pos Tesco Fruit,112.65,groceries,simulated_bank_transactions_uk
2023-09-03,BACS MORTGAGE RENT 520180,1359.54,housing,simulated_bank_transactions_uk
2023-10-28,POS*ICELAND*RICE 14228,67.93,groceries,simulated_bank_transactions_uk
2024-04-17,Direct-Debit-Card-Payment-Asda-Milk 61611,45.37,groceries,simulated_bank_transactions_uk
2023-09-05,Fuel/Bolt/Car/Maintenance 521067,63.22,transportation,simulated_bank_transactions_uk
2023-04-24,BACS/SUBSCRIPTION/PUREGYM,24.51,subscriptions,simulated_bank_transactions_uk
2023-06-13,CARD PAYMENT AMAZON PRIME 329069,39.76,subscriptions,simulated_bank_transactions_uk
2023-02-03,contactless aldi bread 459943,6.34,groceries,simulated_bank_transactions_uk
2024-04-26,FOOD DELIVERY UBER EATS CAFE 650275,139.39,dining,simulated_bank_transactions_uk
2023-09-24,Mortgage-Payment-Landlord 816780,1863.72,housing,simulated_bank_transactions_uk
2024-09-13,POS-RENT-PAYMENT-MORTGAGE 401809,837.52,housing,simulated_bank_transactions_uk
2023-03-03,Card Payment Deliveroo Restaurant,72.97,dining,simulated_bank_transactions_uk
2023-02-10,utility bill octopus energy 433870,219.65,utilities,simulated_bank_transactions_uk
2024-03-26,UTILITY-BILL-BRITISH-GAS,172.88,utilities,simulated_bank_transactions_uk
2023-09-26,fuel*tfl*uber*ride 339647,16.3,transportation,simulated_bank_transactions_uk
2023-04-25,CARD DIRECT DEBIT APPLE.COM/BILL 157421,34.9,subscriptions,simulated_bank_transactions_uk
2023-12-14,RESTAURANT JUST EAT FOOD DELIVERY 315786,69.0,dining,simulated_bank_transactions_uk
2023-08-04,POS*LIDL*RICE 852625,160.13,groceries,simulated_bank_transactions_uk
2023-03-17,direct debit thames water 477263,175.88,utilities,simulated_bank_transactions_uk
2023-09-24,Fuel Trainline Fuel 770274,105.85,transportation,simulated_bank_transactions_uk
2024-04-06,Utility Bill Vodafone 815809,102.71,utilities,simulated_bank_transactions_uk
2023-05-24,CARD PAYMENT NANDO'S FOOD DELIVERY 117249,97.14,dining,simulated_bank_transactions_uk
2024-01-15,card/payment/sainsburys/chicken 668084,10.06,groceries,simulated_bank_transactions_uk
2023-06-12,food delivery uber eats food delivery 601335,52.53,dining,simulated_bank_transactions_uk
2024-03-26,so restaurant pret food delivery 276435,78.67,dining,simulated_bank_transactions_uk
2024-12-12,RESTAURANT COSTA FAST FOOD 694520,120.28,dining,simulated_bank_transactions_uk
2023-09-21,POS*ALDI*CHICKEN 649268,172.53,groceries,simulated_bank_transactions_uk
2024-08-20,POS/FOOD/DELIVERY/UBER/EATS/RESTAURANT 645738,136.89,dining,simulated_bank_transactions_uk
2024-01-08,UTILITY BILL E.ON 176982,27.84,utilities,simulated_bank_transactions_uk
2023-06-24,Restaurant Deliveroo Cafe 971414,78.93,dining,simulated_bank_transactions_uk
2024-05-28,So Card Payment Currys Misc Expense 826025,148.02,other,simulated_bank_transactions_uk
2024-05-11,CONTACTLESS-DIRECT-DEBIT-SEVERN-TRENT,113.83,utilities,simulated_bank_transactions_uk
2024-01-24,Restaurant Uber Eats Cafe 534479,32.19,dining,simulated_bank_transactions_uk
2023-11-13,CARD PAYMENT SAINSBURYS BREAD 57158,71.76,groceries,simulated_bank_transactions_uk
2023-05-03,card payment iceland eggs,59.27,groceries,simulated_bank_transactions_uk
2024-08-06,Restaurant Deliveroo Food Delivery,82.31,dining,simulated_bank_transactions_uk
2024-06-20,rent payment rent,1951.96,housing,simulated_bank_transactions_uk
2024-11-11,MASTERCARD-BACS-LETTING-AGENT-RENT 621671,963.92,housing,simulated_bank_transactions_uk
2024-06-03,so pos aldi bread 736397,190.65,groceries,simulated_bank_transactions_uk
2023-02-27,POS WAITROSE BREAD 222371,194.24,groceries,simulated_bank_transactions_uk
2023-09-20,Transport/Shell/Car/Maintenance 424853,36.22,transportation,simulated_bank_transactions_uk
2024-10-28,Card Pmt Amazon Prime 479530,32.28,subscriptions,simulated_bank_transactions_uk
2024-04-12,Rent*Pmt*Mortgage,1718.94,housing,simulated_bank_transactions_uk
2023-04-04,contactless/lidl/chicken,112.64,groceries,simulated_bank_transactions_uk
2023-05-16,Food Delivery Deliveroo Restaurant,145.45,dining,simulated_bank_transactions_uk
2023-09-07,Fuel Bolt Uber Ride 462707,30.67,transportation,simulated_bank_transactions_uk
2024-07-03,Card Pmt Starbucks Cafe 335946,76.96,dining,simulated_bank_transactions_uk
2024-10-11,rent payment landlord,1144.23,housing,simulated_bank_transactions_uk
2023-03-27,card pmt lidl cereal 625919,27.7,groceries,simulated_bank_transactions_uk
2023-08-09,CARD PMT TRAINLINE UBER RIDE 249865,76.85,transportation,simulated_bank_transactions_uk
2024-08-18,Restaurant Mcdonalds Food Delivery,93.25,dining,simulated_bank_transactions_uk
2024-03-29,Card Payment Shell Uber Ride 183069,101.36,transportation,simulated_bank_transactions_uk
2024-10-12,Subscription Netflix 809156,28.15,subscriptions,simulated_bank_transactions_uk
2023-09-15,Mastercard Restaurant Nando's Cafe 827048,158.8,dining,simulated_bank_transactions_uk
2024-10-08,SUBSCRIPTION SPOTIFY 147728,15.1,subscriptions,simulated_bank_transactions_uk
2024-10-22,contactless lidl cereal 714450,105.27,groceries,simulated_bank_transactions_uk
2023-10-09,POS-BILL-PMT-EE 518776,83.52,utilities,simulated_bank_transactions_uk
2023-04-25,food delivery deliveroo food delivery 333409,102.02,dining,simulated_bank_transactions_uk
2023-11-23,Mastercard Online Purchase Ebay Misc Expense 147,123.43,other,simulated_bank_transactions_uk
2023-06-17,BACS RENT RENT 658853,1379.28,housing,simulated_bank_transactions_uk
2023-04-07,Contactless Pos Lidl Fruit 251332,136.23,groceries,simulated_bank_transactions_uk
2024-12-04,mortgage/payment/landlord 820517,1180.77,housing,simulated_bank_transactions_uk
2023-04-22,Fuel/Trainline/Train/Ticket,28.72,transportation,simulated_bank_transactions_uk
2023-11-09,STO DIRECT DEBIT GYM GROUP 655959,16.6,subscriptions,simulated_bank_transactions_uk
2024-12-02,sto-direct-debit-e.on 292945,135.89,utilities,simulated_bank_transactions_uk
2024-11-19,Utility Bill Scottishpower 927724,74.42,utilities,simulated_bank_transactions_uk
2024-02-10,CONTACTLESS POS ALDI EGGS 590224,42.42,groceries,simulated_bank_transactions_uk
2023-06-10,direct debit spotify 809371,29.02,subscriptions,simulated_bank_transactions_uk
2024-10-31,utility bill vodafone 968095,255.57,utilities,simulated_bank_transactions_uk
2023-10-03,Contactless Food Delivery Nando's Cafe 122875,125.86,dining,simulated_bank_transactions_uk
2023-11-07,pos card payment morrisons chicken 335993,97.04,groceries,simulated_bank_transactions_uk
2023-12-29,UTILITY BILL BT,103.42,utilities,simulated_bank_transactions_uk
2024-03-11,DIRECT DEBIT GOOGLE *SERVICES,22.44,subscriptions,simulated_bank_transactions_uk
2024-02-18,Fps Restaurant Deliveroo Cafe,5.88,dining,simulated_bank_transactions_uk
2023-05-24,direct debit contactless lidl fruit,73.95,groceries,simulated_bank_transactions_uk
2024-12-22,POS PURCHASE ARGOS PHARMACY 380053,7.81,other,simulated_bank_transactions_uk
2024-01-18,POS/LIDL/CHICKEN 235012,62.49,groceries,simulated_bank_transactions_uk
2023-11-30,Pos Asda Fruit 181108,159.23,groceries,simulated_bank_transactions_uk
2024-09-24,Food-Delivery-Kfc-Fast-Food 3799,128.61,dining,simulated_bank_transactions_uk
2023-09-06,transport*tfl*bus*pass,16.74,transportation,simulated_bank_transactions_uk
2024-08-30,CARD PMT ASDA CEREAL 656051,188.59,groceries,simulated_bank_transactions_uk
2024-02-04,VISA CARD PMT SHELL UBER RIDE 539200,109.81,transportation,simulated_bank_transactions_uk
2024-09-13,FOOD DELIVERY GREGGS CAFE,43.73,dining,simulated_bank_transactions_uk
2024-10-16,DIRECT DEBIT RESTAURANT PRET RESTAURANT 3957,20.72,dining,simulated_bank_transactions_uk
2023-10-19,Utility Bill Scottishpower 480090,111.82,utilities,simulated_bank_transactions_uk
2023-03-17,Contactless Lidl Eggs,176.77,groceries,simulated_bank_transactions_uk
2023-06-04,Bacs Utility Bill Vodafone 877765,218.71,utilities,simulated_bank_transactions_uk
2024-03-24,VISA-CARD-PAYMENT-GREGGS-FAST-FOOD 20776,92.08,dining,simulated_bank_transactions_uk
2023-10-26,CARD PMT MORRISONS CHICKEN 828094,113.55,groceries,simulated_bank_transactions_uk
2023-03-11,Card Payment Just Eat Fast Food 609286,124.68,dining,simulated_bank_transactions_uk
2023-11-18,BACS LANDLORD RENT 20040,1752.67,housing,simulated_bank_transactions_uk
2024-04-01,POS ONLINE PURCHASE HMRC PHARMACY,226.56,other,simulated_bank_transactions_uk
2024-04-24,So/Food/Delivery/Kfc/Fast/Food,33.54,dining,simulated_bank_transactions_uk
2024-11-24,Pos Aldi Vegetables,69.94,groceries,simulated_bank_transactions_uk
2023-01-24,Card Pmt Hmrc Pharmacy 112680,66.07,other,simulated_bank_transactions_uk
2024-05-13,Pos Waitrose Fruit 739327,88.33,groceries,simulated_bank_transactions_uk
2024-06-08,FPS DIRECT DEBIT DIS,6.47,subscriptions,simulated_bank_transactions_uk
2023-02-02,utility*bill*ee 933023,127.74,utilities,simulated_bank_transactions_uk
2024-05-18,Card Payment Boots Pharmacy,198.16,other,simulated_bank_transactions_uk
2023-03-19,UTILITY-BILL-THAMES-WATER 465471,174.08,utilities,simulated_bank_transactions_uk
2024-06-09,Pos Food Delivery Deliveroo Restaurant,87.42,dining,simulated_bank_transactions_uk
2024-04-24,DIRECT DEBIT APPLE.COM/BILL 911145,27.53,subscriptions,simulated_bank_transactions_uk
2024-12-01,Restaurant Nando's Fast Food,121.55,dining,simulated_bank_transactions_uk
2023-06-05,Transport/Tfl/Bus/Pass 744775,66.27,transportation,simulated_bank_transactions_uk
2024-08-12,CARD PAYMENT STARBUCKS RESTAURANT 74765,33.16,dining,simulated_bank_transactions_uk
2024-03-18,FPS UTILITY BILL EE,208.56,utilities,simulated_bank_transactions_uk
2023-01-07,Bacs Mortgage Ren,1540.84,housing,simulated_bank_transactions_uk
