Category,Item,Total Spent,Transaction Date
Utilities,Phone Bill,74.64,2023-06-27
Transportation,Train Ticket,78.65,2024-01-04
Subscriptions,Spotify,15.83,2024-11-17
Groceries,Milk,18.99,2023-01-17
Groceries,Cereal,133.3,2023-05-20
Groceries,Fruit,172.73,2024-12-13
Dining,Cafe,101.6,2024-04-10
Transportation,Car Maintenance,115.17,2024-01-29
Utilities,Water Bill,124.82,2023-01-08
Dining,Fast Food,115.38,2023-10-03
Transportation,Car Maintenance,81.54,2023-02-04
Other,Electronics,122.37,2024-01-13
Groceries,Cereal,192.54,2023-03-23
Groceries,Chicken,95.66,2023-03-22
Transportation,Car Maintenance,14.21,2024-04-28
Dining,Restaurant,111.03,2024-07-06
Subscriptions,Gym Membership,29.13,2023-12-18
Transportation,Uber Ride,66.7,2024-06-08
Housing,Landlord Payment,1787.41,2024-03-07
Utilities,Gas Bill,92.96,2023-02-06
Dining,Food Delivery,117.68,2024-07-31
Utilities,Internet Bill,160.86,2024-08-09
Groceries,Chicken,162.73,2024-10-01
Groceries,Cereal,21.09,2024-06-01
Groceries,Chicken,54.15,2024-09-22
Utilities,Gas Bill,28.34,2023-04-25
Dining,Fast Food,107.17,2024-01-14
Subscriptions,Gym Membership,36.08,2023-08-30
Transportation,Car Maintenance,120.96,2023-12-18
Other,Misc Expense,150.1,2023-06-07
Subscriptions,iCloud,35.59,2023-09-01
Dining,Fast Food,37.68,2023-12-20
Groceries,Chicken,152.32,2023-04-29
Groceries,Cereal,82.76,2023-11-05
Transportation,Car Maintenance,34.25,2024-11-30
Dining,Cafe,45.71,2024-06-27
Housing,Rent,1097.63,2024-04-04
Utilities,Gas Bill,251.01,2024-11-30
Other,Online Purchase,229.67,2024-10-14
Utilities,Internet Bill,168.46,2024-10-29
Housing,Mortgage,1069.01,2023-04-11
Utilities,Phone Bill,116.92,2024-11-22
Dining,Fast Food,85.59,2024-11-24
Dining,Fast Food,53.56,2023-01-11
Dining,Restaurant,6.85,2023-04-11
Transportation,Fuel,50.51,2023-10-18
Utilities,Electricity Bill,30.57,2023-04-05
Groceries,Rice,190.35,2024-10-15
Groceries,Bread,21.85,2024-09-11
Groceries,Eggs,179.72,2024-12-13
Groceries,Chicken,96.06,2023-03-19
Dining,Food Delivery,124.25,2024-12-09
Housing,Mortgage,1048.87,2023-03-17
Utilities,Electricity Bill,114.96,2023-12-07
Other,Pharmacy,239.03,2023-09-29
Groceries,Bread,100.89,2023-07-25
Dining,Fast Food,105.05,2023-04-22
Groceries,Fruit,47.59,2024-10-20
Groceries,Cereal,144.5,2023-04-16
Groceries,Bread,116.41,2023-09-14
Subscriptions,Netflix,40.76,2023-06-02
Dining,Restaurant,149.6,2024-11-11
Utilities,Water Bill,189.51,2024-02-05
Dining,Cafe,79.11,2024-02-18
Subscriptions,Netflix,26.15,2023-01-04
Utilities,Internet Bill,53.48,2024-07-02
Housing,Mortgage,1166.83,2023-11-07
Transportation,Uber Ride,52.42,2023-12-15
Groceries,Cereal,153.29,2023-10-24
Dining,Fast Food,90.94,2024-01-29
Dining,Food Delivery,112.86,2023-04-20
Dining,Food Delivery,80.41,2024-10-09
Transportation,Train Ticket,21.31,2023-07-17
Groceries,Rice,100.4,2023-03-06
Subscriptions,Gym Membership,24.49,2024-04-05
Other,Online Purchase,12.15,2023-02-27
Utilities,Electricity Bill,120.29,2023-08-05
Subscriptions,Prime Membership,22.79,2024-11-25
Housing,Landlord Payment,880.88,2024-08-16
Groceries,Bread,12.19,2023-05-25
Transportation,Uber Ride,67.03,2024-09-25
Groceries,Eggs,7.8,2024-10-09
Groceries,Chicken,165.04,2023-04-10
Transportation,Train Ticket,117.28,2023-03-07
Subscriptions,Netflix,8.68,2024-09-01
Subscriptions,Spotify,6.59,2023-07-27
Transportation,Fuel,46.74,2024-12-01
Dining,Fast Food,54.85,2023-08-07
Subscriptions,Prime Membership,11.11,2023-03-06
Groceries,Eggs,152.72,2023-06-22
Dining,Fast Food,72.99,2024-08-18
Groceries,Bread,159.26,2024-10-09
Dining,Fast Food,7.42,2024-05-13
Groceries,Milk,39.99,2023-04-02
Dining,Food Delivery,69.51,2024-05-02
Dining,Fast Food,27.18,2023-10-05
Transportation,Fuel,35.02,2023-06-28
Dining,Restaurant,97.42,2024-05-26
Dining,Restaurant,102.21,2023-11-05
Utilities,Electricity Bill,156.06,2023-07-16
Groceries,Bread,125.69,2024-07-06
Transportation,Fuel,108.31,2024-11-06
Groceries,Milk,42.78,2023-06-02
Dining,Cafe,82.11,2023-06-13
Dining,Restaurant,13.37,2024-01-08
Utilities,Internet Bill,84.07,2024-09-23
Subscriptions,iCloud,5.78,2023-02-23
Housing,Rent,894.97,2023-01-30
Transportation,Uber Ride,11.78,2023-08-29
Dining,Food Delivery,69.96,2024-11-24
Housing,Rent,1857.41,2023-11-30
Groceries,Rice,148.86,2023-07-24
Utilities,Water Bill,42.28,2024-08-22
Transportation,Fuel,22.0,2024-09-16
Transportation,Fuel,53.54,2024-04-13
Dining,Food Delivery,156.21,2023-07-27
Utilities,Electricity Bill,187.67,2023-03-03
Utilities,Electricity Bill,225.14,2024-04-14
Transportation,Bus Pass,32.34,2023-10-30
Dining,Fast Food,94.61,2024-07-20
Housing,Rent,1288.13,2024-06-18
Transportation,Train Ticket,83.64,2024-04-18
Utilities,Internet Bill,198.0,2023-09-10
Groceries,Fruit,118.0,2024-08-28
Housing,Landlord Payment,2042.29,2024-03-03
Other,Online Purchase,247.84,2024-05-31
Groceries,Fruit,98.46,2024-12-14
Subscriptions,iCloud,24.31,2023-03-27
Dining,Restaurant,112.44,2024-02-21
Housing,Rent,1205.53,2023-09-02
Dining,Restaurant,7.47,2024-11-16
Utilities,Internet Bill,226.61,2024-08-20
Groceries,Cereal,95.43,2023-05-22
Housing,Mortgage,936.67,2024-01-15
Dining,Restaurant,138.36,2023-03-14
Utilities,Gas Bill,149.77,2023-10-31
Transportation,Bus Pass,98.33,2024-09-19
Transportation,Train Ticket,110.7,2023-03-24
Dining,Food Delivery,119.04,2023-02-26
Transportation,Bus Pass,124.54,2023-04-24
Utilities,Internet Bill,170.5,2024-01-10
Utilities,Phone Bill,190.65,2024-07-28
Dining,Fast Food,26.45,2023-12-09
Groceries,Bread,131.56,2024-08-17
Housing,Landlord Payment,975.18,2023-08-19
Utilities,Gas Bill,143.34,2024-03-09
Utilities,Electricity Bill,112.61,2024-04-08
Transportation,Car Maintenance,116.48,2024-04-26
Dining,Food Delivery,75.06,2024-01-12
Subscriptions,Netflix,11.72,2024-04-13
Groceries,Fruit,180.1,2023-10-23
Other,Online Purchase,30.01,2023-10-10
Groceries,Eggs,101.78,2023-07-29
Transportation,Uber Ride,42.46,2024-11-29
Transportation,Train Ticket,67.4,2024-03-06
Transportation,Uber Ride,42.23,2023-03-06
Groceries,Rice,167.81,2024-06-16
Dining,Cafe,94.7,2024-11-02
Dining,Food Delivery,80.35,2024-11-12
Dining,Cafe,75.99,2024-08-03
Groceries,Chicken,38.49,2023-09-24
Groceries,Vegetables,194.29,2023-02-18
Groceries,Chicken,93.91,2023-06-20
Dining,Fast Food,115.33,2023-10-20
Groceries,Eggs,168.67,2024-12-10
Housing,Rent,899.94,2023-04-30
Groceries,Vegetables,117.03,2024-03-27
Utilities,Water Bill,73.21,2024-12-25
Groceries,Vegetables,195.71,2023-06-01
Utilities,Phone Bill,254.23,2024-06-30
Utilities,Electricity Bill,120.07,2024-05-26
Subscriptions,iCloud,42.04,2023-06-09
Groceries,Vegetables,131.21,2023-10-30
Transportation,Bus Pass,135.81,2024-08-10
Dining,Cafe,57.5,2023-04-26
Dining,Restaurant,26.61,2024-07-18
Groceries,Milk,83.32,2023-08-14
Transportation,Uber Ride,47.04,2024-09-14
Dining,Fast Food,126.1,2023-10-12
Groceries,Bread,109.99,2024-04-01
Dining,Restaurant,156.26,2024-02-08
Groceries,Vegetables,122.62,2024-06-07
Housing,Landlord Payment,1209.65,2023-06-01
Dining,Cafe,62.29,2024-01-17
Groceries,Vegetables,73.51,2024-04-01
Housing,Rent,984.33,2024-03-30
Dining,Cafe,129.57,2023-10-23
Groceries,Fruit,147.08,2024-02-29
Groceries,Bread,33.01,2023-11-07
Transportation,Car Maintenance,138.16,2023-03-09
Housing,Landlord Payment,1821.98,2023-04-01
Groceries,Chicken,85.83,2024-07-23
Transportation,Car Maintenance,106.22,2023-05-21
Groceries,Fruit,61.45,2024-05-17
Groceries,Chicken,167.74,2023-11-08
Transportation,Fuel,32.98,2023-01-03
Groceries,Chicken,191.43,2024-10-13
Transportation,Bus Pass,59.57,2024-05-18
Housing,Landlord Payment,1029.36,2023-05-03
Subscriptions,iCloud,44.77,2023-03-10
Dining,Food Delivery,95.07,2024-08-02
Transportation,Bus Pass,88.66,2024-05-02
Other,Online Purchase,95.18,2024-08-12
Groceries,Chicken,36.76,2023-03-01
Groceries,Cereal,176.27,2023-05-19
Utilities,Electricity Bill,89.08,2024-03-05
Dining,Food Delivery,12.55,2023-10-26
Transportation,Uber Ride,72.91,2024-10-05
Groceries,Bread,121.76,2023-06-21
Transportation,Bus Pass,116.1,2024-12-02
Subscriptions,Gym Membership,32.1,2024-12-05
Utilities,Phone Bill,161.31,2023-05-28
Groceries,Chicken,77.74,2024-05-11
Transportation,Train Ticket,16.13,2023-06-08
Transportation,Train Ticket,111.72,2024-07-26
Dining,Restaurant,69.69,2023-03-20
Groceries,Eggs,185.06,2024-05-06
Utilities,Gas Bill,57.67,2024-03-28
Housing,Landlord Payment,1460.84,2023-12-17
Groceries,Chicken,10.61,2023-05-02
Groceries,Eggs,139.17,2023-11-11
Groceries,Eggs,196.32,2024-03-11
Dining,Restaurant,17.05,2024-05-10
Subscriptions,Netflix,12.05,2023-02-03
Subscriptions,Prime Membership,28.32,2024-04-25
Groceries,Chicken,13.44,2023-11-05
Dining,Restaurant,126.27,2024-09-08
Groceries,Rice,41.03,2023-12-26
Groceries,Eggs,169.94,2023-10-12
Housing,Mortgage,1195.92,2024-05-27
Subscriptions,Prime Membership,13.91,2024-08-06
Groceries,Milk,108.12,2023-07-16
Other,Misc Expense,225.71,2024-07-04
Groceries,Bread,185.23,2024-05-31
Housing,Mortgage,1218.02,2024-08-26
Groceries,Bread,40.27,2023-12-30
Other,Gift,55.93,2023-08-22
Transportation,Bus Pass,19.06,2023-04-23
Transportation,Fuel,107.19,2024-12-22
Utilities,Electricity Bill,44.33,2024-05-20
Groceries,Chicken,94.1,2023-11-16
Dining,Cafe,40.01,2024-02-22
Utilities,Internet Bill,69.36,2023-03-13
Housing,Mortgage,2105.58,2024-01-12
Groceries,Cereal,136.06,2024-02-10
Transportation,Uber Ride,18.45,2024-02-09
Transportation,Car Maintenance,136.9,2023-06-22
Groceries,Rice,71.03,2024-09-01
Subscriptions,iCloud,9.03,2024-03-10
Dining,Food Delivery,123.55,2024-08-18
Dining,Cafe,60.2,2024-11-13
Dining,Cafe,158.07,2024-06-07
Utilities,Internet Bill,50.39,2023-09-14
Transportation,Train Ticket,88.72,2023-05-18
Groceries,Milk,166.91,2024-05-25
Dining,Fast Food,64.31,2024-11-26
Utilities,Gas Bill,171.16,2023-04-09
Subscriptions,Prime Membership,35.47,2024-04-22
Groceries,Cereal,100.6,2023-09-25
Transportation,Car Maintenance,77.43,2023-02-02
Other,Online Purchase,97.76,2023-11-19
Housing,Mortgage,1362.47,2023-02-03
Groceries,Chicken,177.52,2023-06-18
Transportation,Train Ticket,45.12,2024-02-03
Transportation,Uber Ride,80.5,2024-05-17
Dining,Cafe,78.77,2023-06-10
Transportation,Fuel,38.35,2024-08-28
Other,Electronics,170.09,2023-10-19
Utilities,Electricity Bill,163.76,2023-05-12
Subscriptions,Gym Membership,37.19,2024-08-20
Groceries,Vegetables,79.21,2024-03-14
Utilities,Gas Bill,121.8,2023-02-27
Dining,Fast Food,41.37,2023-11-16
Dining,Restaurant,139.69,2023-04-28
Utilities,Electricity Bill,151.53,2023-02-08
Transportation,Fuel,80.39,2024-03-07
Utilities,Internet Bill,163.18,2023-11-21
Utilities,Internet Bill,100.77,2023-04-11
Subscriptions,Netflix,32.33,2023-07-30
Utilities,Phone Bill,215.69,2024-11-14
Utilities,Phone Bill,95.39,2024-03-22
Groceries,Bread,168.87,2024-07-02
Groceries,Chicken,14.27,2024-08-10
Transportation,Train Ticket,88.19,2023-04-05
Dining,Restaurant,96.74,2023-10-07
Groceries,Cereal,88.29,2023-12-22
Subscriptions,Gym Membership,24.69,2023-11-04
Transportation,Car Maintenance,45.24,2024-02-29
Transportation,Car Maintenance,73.12,2024-11-18
Subscriptions,Spotify,40.12,2024-10-04
Dining,Fast Food,94.41,2023-08-07
Dining,Cafe,46.53,2024-10-15
Transportation,Car Maintenance,119.68,2024-03-20
Housing,Landlord Payment,1621.48,2024-06-18
Groceries,Cereal,33.81,2023-06-04
Dining,Food Delivery,135.84,2024-02-25
Utilities,Electricity Bill,173.97,2024-02-27
Utilities,Gas Bill,176.82,2023-09-20
Dining,Fast Food,67.91,2023-04-27
Groceries,Milk,52.89,2023-11-14
Transportation,Car Maintenance,138.8,2024-03-08
Dining,Restaurant,36.31,2023-10-07
Groceries,Chicken,158.99,2023-10-12
Dining,Fast Food,104.87,2023-02-13
Other,Gift,196.21,2023-02-26
Housing,Rent,1136.55,2023-11-02
Housing,Mortgage,2040.0,2024-11-18
Dining,Restaurant,66.52,2023-05-24
Groceries,Bread,106.78,2024-08-17
Housing,Landlord Payment,1040.3,2023-04-03
Groceries,Bread,155.77,2023-11-17
Utilities,Phone Bill,198.25,2023-08-30
Housing,Rent,873.63,2023-06-29
Groceries,Chicken,90.7,2023-09-18
Housing,Rent,1410.06,2024-01-19
Dining,Restaurant,54.06,2024-03-09
Transportation,Train Ticket,134.94,2023-05-29
Utilities,Gas Bill,218.02,2023-01-22
Dining,Restaurant,135.43,2024-11-09
Subscriptions,Netflix,32.32,2024-11-18
Groceries,Fruit,65.31,2024-12-18
Utilities,Electricity Bill,150.7,2023-08-31
Housing,Mortgage,662.19,2024-02-07
Housing,Mortgage,1116.38,2023-08-30
Utilities,Water Bill,240.23,2024-10-08
Utilities,Internet Bill,210.49,2023-10-08
Housing,Mortgage,1380.19,2024-02-27
Housing,Mortgage,1761.95,2023-04-13
Subscriptions,Gym Membership,24.76,2023-12-27
Transportation,Car Maintenance,103.81,2024-04-09
Dining,Restaurant,104.41,2023-07-08
Dining,Fast Food,5.48,2023-07-24
Dining,Food Delivery,94.25,2023-04-24
Groceries,Eggs,170.16,2024-12-03
Transportation,Bus Pass,64.31,2023-05-17
Utilities,Phone Bill,219.29,2023-10-16
Groceries,Fruit,76.68,2024-02-07
Housing,Landlord Payment,997.96,2023-01-24
Housing,Landlord Payment,1598.6,2023-08-23
Housing,Mortgage,957.31,2024-12-19
Housing,Rent,1271.6,2024-03-15
Dining,Fast Food,18.8,2024-01-12
Groceries,Bread,7.75,2024-06-22
Transportation,Fuel,116.16,2024-05-21
Groceries,Rice,42.16,2023-09-30
Utilities,Internet Bill,114.79,2024-03-17
Housing,Landlord Payment,984.13,2023-10-17
Dining,Fast Food,69.84,2024-02-23
Subscriptions,Netflix,15.9,2023-09-26
Groceries,Cereal,181.93,2024-01-14
Dining,Cafe,18.29,2024-04-25
Groceries,Vegetables,195.01,2024-02-12
Dining,Cafe,114.81,2024-09-03
Utilities,Electricity Bill,155.89,2023-02-23
Utilities,Water Bill,135.67,2023-12-29
Other,Electronics,178.26,2023-02-16
Groceries,Fruit,63.99,2024-02-09
Dining,Fast Food,155.05,2024-07-26
Groceries,Eggs,55.76,2024-05-30
Transportation,Bus Pass,123.15,2023-05-16
Groceries,Fruit,32.65,2023-04-30
Utilities,Water Bill,142.31,2023-10-15
Dining,Cafe,48.85,2023-09-27
Dining,Food Delivery,85.13,2024-03-22
Housing,Mortgage,1792.15,2024-05-18
Subscriptions,Spotify,26.78,2024-11-04
Dining,Cafe,13.25,2023-06-02
Groceries,Eggs,11.99,2023-09-24
Groceries,Cereal,90.1,2024-05-21
Groceries,Vegetables,197.82,2024-07-28
Transportation,Fuel,17.52,2023-06-01
Groceries,Bread,44.73,2023-10-18
Groceries,Eggs,151.24,2023-10-07
Dining,Fast Food,95.45,2023-01-05
Transportation,Car Maintenance,26.92,2023-03-20
Groceries,Cereal,137.0,2023-12-03
Groceries,Bread,81.86,2024-08-27
Housing,Rent,1947.31,2023-06-07
Groceries,Cereal,166.99,2024-11-06
Transportation,Bus Pass,84.0,2023-01-06
Utilities,Electricity Bill,179.2,2024-04-08
Utilities,Phone Bill,55.39,2023-02-19
Subscriptions,Gym Membership,17.25,2023-02-26
Dining,Cafe,19.35,2023-09-19
Groceries,Fruit,22.39,2023-08-02
Groceries,Fruit,60.56,2024-10-31
Groceries,Chicken,100.71,2024-03-18
Dining,Food Delivery,145.08,2024-09-09
Groceries,Bread,167.25,2024-06-08
Groceries,Cereal,177.66,2024-05-02
Utilities,Phone Bill,124.42,2024-03-08
Subscriptions,Prime Membership,11.64,2024-10-07
Transportation,Uber Ride,72.84,2024-04-19
Dining,Fast Food,149.25,2024-06-23
Dining,Restaurant,50.06,2024-03-23
Groceries,Cereal,63.58,2023-05-11
Dining,Food Delivery,135.44,2024-06-19
Transportation,Car Maintenance,8.59,2023-03-20
Housing,Landlord Payment,816.83,2024-03-11
Transportation,Fuel,93.2,2024-08-05
Subscriptions,Gym Membership,14.45,2023-03-25
Subscriptions,Netflix,8.67,2024-11-08
Transportation,Train Ticket,118.32,2023-02-16
Groceries,Chicken,66.22,2024-04-10
Subscriptions,iCloud,29.58,2023-09-29
Utilities,Water Bill,74.6,2023-03-22
Dining,Food Delivery,140.1,2023-04-19
Transportation,Uber Ride,2.81,2023-04-30
Groceries,Cereal,94.73,2024-02-19
Housing,Landlord Payment,1582.93,2024-05-13
Utilities,Phone Bill,109.77,2024-11-20
Other,Gift,201.75,2023-03-31
Groceries,Milk,42.21,2023-01-17
Dining,Fast Food,138.15,2023-08-03
Transportation,Train Ticket,91.66,2024-03-22
Subscriptions,Prime Membership,11.83,2023-11-05
Subscriptions,Spotify,23.43,2023-01-23
Groceries,Eggs,149.06,2024-03-31
Other,Gift,7.85,2024-04-05
Dining,Fast Food,50.7,2024-02-06
Groceries,Milk,25.02,2024-12-31
Transportation,Fuel,119.11,2024-08-15
Dining,Food Delivery,10.74,2024-02-14
Transportation,Car Maintenance,102.0,2024-11-25
Housing,Mortgage,1009.45,2023-03-04
Transportation,Fuel,81.54,2024-07-20
Groceries,Fruit,178.38,2023-04-30
Transportation,Bus Pass,63.87,2024-03-22
Groceries,Chicken,146.61,2024-04-25
Utilities,Water Bill,144.29,2024-08-24
Housing,Mortgage,2078.69,2024-11-03
Transportation,Bus Pass,101.77,2024-02-04
Other,Pharmacy,199.61,2023-06-15
Dining,Food Delivery,112.06,2023-03-30
Dining,Fast Food,31.86,2023-06-10
Dining,Restaurant,127.99,2024-05-20
Utilities,Water Bill,155.86,2023-01-19
Utilities,Gas Bill,108.91,2023-06-12
Groceries,Milk,162.33,2023-12-12
Transportation,Car Maintenance,33.28,2024-07-29
Groceries,Chicken,198.76,2023-12-30
Subscriptions,Prime Membership,14.97,2023-06-04
Housing,Landlord Payment,1586.65,2023-04-17
Dining,Cafe,128.84,2023-04-24
Other,Electronics,153.58,2023-04-15
Subscriptions,Netflix,24.8,2023-06-21
Dining,Fast Food,146.2,2023-06-10
Dining,Cafe,123.1,2024-05-25
Dining,Restaurant,28.92,2024-01-08
Utilities,Water Bill,53.9,2023-07-26
Transportation,Fuel,108.15,2023-01-07
Groceries,Cereal,71.56,2024-06-01
Groceries,Chicken,77.63,2024-02-29
Utilities,Water Bill,60.63,2024-06-26
Transportation,Train Ticket,21.04,2024-03-15
Transportation,Fuel,125.93,2024-06-12
Subscriptions,Gym Membership,42.69,2024-03-29
Groceries,Milk,144.94,2024-06-13
Housing,Rent,1174.37,2024-02-16
Other,Misc Expense,110.22,2024-02-07
Subscriptions,Spotify,41.0,2023-03-01
Other,Electronics,243.25,2024-03-05
Transportation,Car Maintenance,122.55,2023-11-18
Housing,Rent,1931.86,2024-06-24
Dining,Fast Food,113.55,2024-04-01
Dining,Cafe,113.11,2024-10-26
Transportation,Train Ticket,123.57,2023-03-28
Groceries,Vegetables,81.05,2023-05-10
Transportation,Car Maintenance,41.18,2023-04-06
Transportation,Bus Pass,73.94,2024-10-12
Groceries,Milk,178.61,2024-07-06
Dining,Fast Food,134.0,2023-11-08
Dining,Restaurant,118.46,2024-01-17
Utilities,Phone Bill,108.3,2023-02-18
Subscriptions,Netflix,22.4,2024-08-09
Dining,Cafe,57.54,2023-08-30
Subscriptions,Prime Membership,27.19,2024-10-04
Dining,Fast Food,59.3,2023-10-19
Dining,Fast Food,115.72,2024-06-16
Dining,Restaurant,55.82,2024-08-19
Groceries,Vegetables,93.59,2023-05-31
Dining,Cafe,17.7,2023-03-05
Transportation,Train Ticket,67.72,2024-04-01
Groceries,Fruit,119.71,2024-06-15
Subscriptions,Gym Membership,27.96,2024-10-13
Transportation,Fuel,97.08,2024-05-16
Dining,Cafe,132.69,2023-05-28
Transportation,Fuel,100.14,2023-05-13
Other,Electronics,216.23,2023-05-01
Dining,Cafe,78.37,2023-06-10
Housing,Mortgage,2078.63,2023-05-02
Dining,Cafe,22.1,2024-01-14
Dining,Restaurant,86.03,2023-05-01
Utilities,Gas Bill,96.27,2024-05-12
Groceries,Eggs,32.72,2024-08-26
Transportation,Bus Pass,124.69,2023-08-09
Groceries,Cereal,5.41,2024-07-14
Utilities,Electricity Bill,123.13,2024-08-09
Utilities,Internet Bill,236.57,2024-01-22
Transportation,Car Maintenance,20.33,2023-05-22
Transportation,Fuel,107.11,2024-11-14
Transportation,Bus Pass,14.33,2024-10-01
Dining,Cafe,65.02,2024-02-09
Utilities,Electricity Bill,250.15,2024-03-29
Dining,Restaurant,139.22,2024-12-25
Groceries,Chicken,114.4,2023-05-07
Dining,Restaurant,34.83,2024-09-25
Transportation,Uber Ride,134.11,2024-06-18
Groceries,Cereal,103.01,2023-01-20
Groceries,Eggs,192.66,2023-10-09
Subscriptions,Spotify,38.02,2024-08-16
Transportation,Car Maintenance,85.75,2024-02-16
Dining,Cafe,138.61,2023-01-24
Utilities,Water Bill,122.51,2024-06-24
Utilities,Gas Bill,46.39,2023-04-12
Transportation,Bus Pass,21.88,2023-09-19
Subscriptions,Spotify,16.58,2024-02-22
Dining,Restaurant,100.24,2023-11-30
Groceries,Milk,63.11,2023-04-12
Utilities,Internet Bill,234.86,2023-09-22
Utilities,Electricity Bill,37.19,2023-09-03
Subscriptions,Prime Membership,13.7,2024-06-04
Subscriptions,iCloud,42.92,2023-10-03
Groceries,Cereal,112.86,2023-03-09
Transportation,Fuel,89.43,2023-01-20
Utilities,Phone Bill,183.65,2023-09-10
Subscriptions,Spotify,16.49,2024-02-21
Transportation,Car Maintenance,30.08,2023-05-26
Utilities,Water Bill,208.78,2024-07-04
Other,Electronics,114.58,2023-01-02
Subscriptions,Prime Membership,15.86,2023-06-21
Groceries,Cereal,58.29,2023-09-14
Subscriptions,iCloud,44.97,2024-10-09
Groceries,Chicken,13.87,2024-06-30
Dining,Food Delivery,18.91,2024-12-16
Groceries,Eggs,146.39,2023-10-14
Housing,Rent,1596.19,2023-11-22
Housing,Mortgage,1634.51,2024-12-25
Transportation,Train Ticket,93.39,2023-11-26
Utilities,Internet Bill,250.36,2023-12-03
Groceries,Eggs,131.06,2023-01-03
Dining,Restaurant,144.72,2024-11-19
Groceries,Cereal,153.68,2024-07-05
Groceries,Bread,110.04,2024-11-18
Transportation,Uber Ride,50.71,2024-01-21
Subscriptions,Gym Membership,19.86,2024-12-14
Other,Online Purchase,117.29,2023-07-17
Transportation,Train Ticket,104.55,2023-10-15
Dining,Food Delivery,34.68,2024-09-20
Dining,Fast Food,41.31,2024-05-20
Other,Online Purchase,72.35,2024-12-21
Dining,Fast Food,6.11,2024-10-15
Utilities,Gas Bill,158.74,2024-05-20
Groceries,Rice,133.67,2024-08-02
Dining,Fast Food,15.13,2023-05-12
Dining,Fast Food,45.24,2024-08-06
Housing,Landlord Payment,1779.79,2023-10-08
Groceries,Milk,198.43,2024-12-10
Dining,Food Delivery,110.51,2024-04-09
Groceries,Fruit,129.99,2024-10-27
Groceries,Vegetables,89.35,2024-02-21
Utilities,Phone Bill,134.65,2024-01-06
Transportation,Uber Ride,123.96,2023-08-18
Groceries,Fruit,108.82,2023-11-20
Groceries,Rice,70.27,2024-08-08
Subscriptions,Spotify,44.1,2024-03-09
Other,Misc Expense,51.63,2023-12-04
Utilities,Electricity Bill,31.55,2024-03-18
Subscriptions,Prime Membership,36.69,2023-12-09
Subscriptions,Spotify,8.42,2023-09-02
Other,Online Purchase,205.94,2024-06-16
Subscriptions,Netflix,35.81,2024-09-26
Transportation,Uber Ride,88.3,2024-08-15
Groceries,Milk,183.76,2024-01-22
Utilities,Electricity Bill,208.92,2023-03-05
Housing,Mortgage,734.92,2024-09-17
Dining,Restaurant,20.78,2023-02-27
Dining,Food Delivery,136.74,2024-02-16
Groceries,Fruit,50.46,2024-09-05
Subscriptions,Prime Membership,4.43,2024-01-29
Transportation,Fuel,123.43,2024-09-26
Groceries,Milk,93.54,2023-12-03
Dining,Restaurant,20.92,2024-09-01
Dining,Fast Food,145.18,2023-05-10
Dining,Food Delivery,60.09,2024-05-07
Dining,Cafe,33.82,2023-05-21
Subscriptions,Netflix,9.23,2024-08-21
Transportation,Bus Pass,44.94,2024-07-08
Subscriptions,Spotify,23.25,2024-09-09
Utilities,Gas Bill,253.01,2024-06-14
Dining,Fast Food,13.88,2024-06-03
Subscriptions,Prime Membership,39.21,2024-03-08
Utilities,Water Bill,175.53,2023-07-26
Subscriptions,Gym Membership,11.76,2024-05-02
Dining,Cafe,97.96,2023-12-06
Housing,Landlord Payment,2142.75,2024-09-22
Utilities,Gas Bill,63.14,2024-04-10
Housing,Rent,1418.69,2023-01-04
Dining,Fast Food,77.31,2023-08-07
Groceries,Vegetables,162.42,2024-01-20
Groceries,Eggs,166.09,2023-01-07
Utilities,Electricity Bill,109.1,2024-07-22
Groceries,Chicken,90.88,2024-10-08
Dining,Food Delivery,11.81,2023-01-31
Groceries,Chicken,38.96,2023-09-26
Dining,Food Delivery,136.37,2023-09-09
Groceries,Milk,39.34,2023-09-26
Housing,Rent,1938.74,2023-05-21
Utilities,Electricity Bill,104.52,2023-08-04
Utilities,Water Bill,111.87,2024-01-17
Dining,Cafe,141.15,2023-03-08
Groceries,Eggs,160.01,2023-07-16
Transportation,Bus Pass,45.88,2024-03-15
Other,Misc Expense,230.49,2024-09-22
Dining,Food Delivery,127.39,2023-12-02
Groceries,Chicken,175.21,2024-06-04
Other,Gift,54.68,2023-03-25
Subscriptions,Prime Membership,6.66,2024-06-04
Utilities,Phone Bill,112.95,2024-06-15
Transportation,Bus Pass,100.32,2024-06-22
Dining,Cafe,78.43,2024-08-18
Transportation,Car Maintenance,91.66,2023-08-01
Groceries,Rice,93.16,2023-08-29
Utilities,Gas Bill,124.88,2024-01-22
Dining,Food Delivery,44.45,2023-03-28
Groceries,Bread,62.53,2024-06-15
Utilities,Phone Bill,34.67,2024-06-08
Dining,Cafe,74.93,2024-03-18
Transportation,Fuel,45.75,2024-01-27
Groceries,Cereal,50.59,2024-10-22
Groceries,Bread,62.43,2024-05-28
Transportation,Uber Ride,110.45,2023-08-22
Groceries,Bread,75.25,2024-07-13
Groceries,Rice,136.65,2023-09-14
Utilities,Gas Bill,69.8,2024-09-10
Other,Electronics,228.36,2023-01-09
Subscriptions,Gym Membership,37.71,2024-02-18
Housing,Landlord Payment,1824.6,2023-01-13
Transportation,Car Maintenance,138.52,2023-06-02
Housing,Rent,1001.74,2023-08-03
